"book_num","book_id","chapter","verse","manuscript","date","words",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,26,"GA 032","375-499","και","ελεγεν",,"ουτωσ","εστι","η","βασιλεια","του","θυ","ωσ",,"ανοσ","οταν","βαλη",,"σπορον",,"επι","την","γην","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,26,"WH",1885,"και","ελεγεν",,"ουτωσ","εστιν","η","βασιλεια","του","θεου","ωσ",,"ανθρωποσ",,"βαλη","τον","σπορον",,"επι","τησ","γησ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,26,"ST",1550,"και","ελεγεν",,"ουτωσ","εστιν","η","βασιλεια","του","θεου","ωσ","εαν","ανθρωποσ",,"βαλη","τον","σπορον",,"επι","τησ","γησ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,26,"Nestle",1904,"Καὶ","ἔλεγεν",,"Οὕτως","ἐστὶν","ἡ","βασιλεία","τοῦ","Θεοῦ","ὡς","ἄνθρωπος",,,"βάλῃ","τὸν","σπόρον",,"ἐπὶ","τῆς","γῆς","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,27,"GA 01","325-360","και","καθευδη","και","εγειρεται","νυκτα","και","ημεραν","και","ο","σποροσ","βλαστανη","και","μηκυνηται","ωσ","ουκ","οιδεν","αυτοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,27,"GA 03","325-349","και","καθευδη","και","εγειρηται","νυκτα","και","ημεραν","και","ο","σποροσ","βλαστα","και","μηκυνηται","ωσ","ουκ","οιδε","αυτοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,27,"GA 02","375-499","και","καθευδη","και","εγειρητε","νυκτα","και","ημεραν","και","ο","σποροσ","βλαστανη","και","μηκυνηται","ωσ","ουκ","οιδε","αυτοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,27,"GA 04","375-499","και","καθευδη","και","εγειρηται","νυκτοσ","και","ημεραν","και","ο","σποροσ","βλαστα","και","μηκυνηται","ωσ","ουκ","οιδεν","αυτοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,27,"GA 05","375-499","και","καθευδη","και","εγερθη","νυκτα","και","ημερα","και","ο","σποροσ","βλαστα","και","μηκυνεται","ωσ","ουκ","οιδεν","αυτοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,27,"GA 032","375-499","και","καθευδη","και","εγειρεται","νυκτα","και","ημεραν","και","ο","σποροσ","βλαστα","και","μηκυνεται","ωσ","ουκ","οιδεν","αυτοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,27,"WH",1885,"και","καθευδη","και","εγειρηται","νυκτα","και","ημεραν","και","ο","σποροσ","βλαστα","και","μηκυνηται","ωσ","ουκ","οιδεν","αυτοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,27,"ST",1550,"και","καθευδη","και","εγειρηται","νυκτα","και","ημεραν","και","ο","σποροσ","βλαστανη","και","μηκυνηται","ωσ","ουκ","οιδεν","αυτοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,27,"Nestle",1904,"καὶ","καθεύδῃ","καὶ","ἐγείρηται","νύκτα","καὶ","ἡμέραν","καὶ","ὁ","σπόρος","βλαστᾷ","καὶ","μηκύνηται","ὡς","οὐκ","οἶδεν","αὐτός","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,28,"GA 01","325-360",,"αυτοματη",,"η","γη","καρποφορει","πρωτον","χορτον","ειτεν",,,"πληρη",,"σιτον","εν","τω","σταχυι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,28,"GA 03","325-349",,"αυτοματη",,"η","γη","καρποφορει","πρωτον","χορτον","ειτεν","σταχυν","ειτεν","πληρεσ",,"σειτοσ","εν","τω","σταχυι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,28,"GA 02","375-499",,"αυτοματη",,"η","γη","καρποφορει","πρωτον","χορτον","ειτα","σταχυν","ειτα","πληρησ",,"σιτον","εν","τω","σταχυι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,28,"GA 04","375-499",,"αυτοματη",,"η","γη","καρποφορει","πρωτον","χορτον","ειτα","σταχυν","ειτα","πληρεσ",,"σιτον","εν","τω","σταχυι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,28,"GA 05","375-499","οτι","αυτοματη",,"η","γη","καρποφορει","πρωτον","χορτον","ειτα","σταχυασ","ειτα","πληρησ","ο","σειτοσ","εν","τω","σταχυι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,28,"GA 032","375-499",,"αυτοματη","γαρ","η","γη","καρποφορει","πρωτον","χορτον","ειτα","σταχυν","ειτα","πληρησ","ο","σειτοσ","εν","τω","σταχυει","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,28,"WH",1885,,"αυτοματη",,"η","γη","καρποφορει","πρωτον","χορτον","ειτεν","σταχυν","ειτεν","πληρη",,"σιτον","εν","τω","σταχυι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,28,"ST",1550,,"αυτοματη","γαρ","η","γη","καρποφορει","πρωτον","χορτον","ειτα","σταχυν","ειτα","πληρη",,"σιτον","εν","τω","σταχυι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,28,"Nestle",1904,,"αὐτομάτη",,"ἡ","γῆ","καρποφορεῖ","πρῶτον","χόρτον","εἶτεν","στάχυν","εἶτεν","πλήρης",,"σῖτος","ἐν","τῷ","στάχυϊ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,29,"GA 01","325-360",,"οταν","δε","παραδοι","ο","καρποσ","ευθυσ","αποστελλει","το","δρεπανον","οτι","παρεστηκεν","ο","θερισμοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,29,"GA 03","325-349",,"οταν","δε","παραδοι","ο","καρποσ","ευθυσ","αποστελλει","το","δρεπανον","οτι","παρεστηκεν","ο","θερισμοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,29,"GA 02","375-499",,"οταν","δε","παραδω","ο","καρποσ","ευθεωσ","αποστελλει","το","δρεπανον","οτι","παρεστηκεν","ο","θερισμοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,29,"GA 04","375-499",,"οτα","δε","παραδω","ο","καρποσ","ευθυσ","αποστελλει","το","δρεπανον","οτι","παρεστηκεν","ο","θερισμοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,29,"GA 05","375-499","και","οταν",,"παραδοι","ο","καρποσ","ευθεωσ","αποστελλει","το","δρεπανον","οτι","παρεστηκεν","ο","θερεισμοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,29,"GA 032","375-499",,"οταν",,"παραδω","ο","καρποσ",,"αποστελλει","το","δρεπανον","οτι","παρεστηκεν","ο","θερισμοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,29,"WH",1885,,"οταν","δε","παραδοι","ο","καρποσ","ευθυσ","αποστελλει","το","δρεπανον","οτι","παρεστηκεν","ο","θερισμοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,29,"ST",1550,,"οταν","δε","παραδω","ο","καρποσ","ευθεωσ","αποστελλει","το","δρεπανον","οτι","παρεστηκεν","ο","θερισμοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,29,"Nestle",1904,"ὅταν","δὲ","παραδοῖ","ὁ","καρπός","εὐθὺς","ἀποστέλλει","τὸ","δρέπανον","ὅτι","παρέστηκεν","ὁ","θερισμός","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"GA 01","325-360","και","ελεγεν",,"πωσ","ομοιωσωμεν","τη","βασιλειαν","του","θυ","η","εν","τινι",,,,"αυτην","παραβολη","θωμε","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"GA 01^","325-360","και","ελεγεν","αυτοισ","πωσ","ομοιωσωμεν","τη","βασιλειαν","του","θυ","η","εν","τινι",,,,"αυτην","παραβολη","θωμε","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"GA 03","325-349","και","ελεγεν",,"πωσ","ομοιωσωμε","την","βασιλειαν","του","θυ","η","εν","τινι",,,,"αυτην","παραβολη","θωμεν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"GA 02","375-499","και","ελεγεν",,"τινι","ομοιωσωμεν","την","βασιλειαν","του","θυ","η","εν",,"ποια","παραβολη","παρααλωμεν","αυτην",,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"GA 02^","375-499","και","ελεγεν",,"τινι","ομοιωσωμεν","την","βασιλειαν","του","θυ","η","εν",,"ποια","παραβολη","παραβαλωμεν","αυτην",,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"GA 04","375-499","και","ελεγεν",,"πωσ","ομοιωσομεν","την","����������",,"θυ","η","εν","τινι",,,,"αυτην","παραβολη","θωμεν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"GA 05","375-499","και","ελεγεν",,"τινι","ομοιωσωμεν","την","βασιλειαν","του","θυ","η","εν",,"ποια","παραβολη","παραβαλωμεν","αυτην",,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"GA 032","375-499","και","ελεγεν",,"πωσ","ομοιωσωμεν","την","βασιλειαν","του","θυ","η","εν","τινι","την","παραβολην","δωμεν",,,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"WH",1885,"και","ελεγεν",,"πωσ","ομοιωσωμεν","την","βασιλειαν","του","θεου","η","εν","τινι",,,,"αυτην","παραβολη","θωμεν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"ST",1550,"και","ελεγε",,"τινι","ομοιωσωμεν","την","βασιλειαν","του","θεου","η","εν",,"ποια","παραβολη","παραβαλωμεν","αυτην",,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,30,"Nestle",1904,"Καὶ","ἔλεγεν",,"Πῶς","ὁμοιώσωμεν","τὴν","βασιλείαν","τοῦ","Θεοῦ","ἢ","ἐν","τίνι",,,,"αὐτὴν","παραβολῇ","θῶμεν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"GA 01","325-360",,"ωσ","κοκκω","σιναπεωσ",,,,,"οταν","σπαρη","επι","τησ","γησ","ο","μικροτερον",,"ον","πατων","των","σπερματων",,,"των","επι","τησ","γησ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"GA 03","325-349",,"ωσ","κοκκω","σιναπεωσ",,,,"οσ","οταν","σπαρη","επι","τησ","γησ",,"μεικροτερον",,"ον","παντων","τω","σπερματων",,,"των","επι","τησ","γησ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"GA 02","375-499",,"ωσ","κοκκον","σιναπεωσ",,,,"οσ","οτα","σπαρη","επι","τησ","γησ",,"μεικροτεροσ",,,"παντων","των","σπερματων",,,"τω","επι","τησ","γησ","εστιν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"GA 04","375-499",,"ωσ","κοκκω","σιναπεωσ",,,"ωσ",,"οταν","σπαρη","επι","τησ","γησ",,"μικροτεροσ",,"ον","παντων","των","σπερματων",,"εστιν",,,,,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"GA 05","375-499","ομοια","εστιν","κοκκω","σιναπεωσ",,,"οτι","αν",,"σπαρη","επι","την","γην",,"μεικροτερον",,"εστιν","παντων","των","σπερματων","α","εισιν",,"επι","τησ","γησ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"GA 05^","375-499","ομοια","εστιν","κοκκω","σιναπεωσ","ο",,"οτι","αν",,"σπαρη","επι","την","γην",,"μεικροτερον","μεν","εστιν","παντων","των","σπερματων","α","εισιν",,"επι","τησ","γησ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"GA 032","375-499",,"ωσ","κοκκον","σιναπεωσ","οποταν",,,,,"σπαρη","επι","την","γην",,"μικροτερον",,"ω","παντων","των","σπερματων",,,"των","επι","τησ","γησ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"GA 032a","375-499",,"ωσ","κοκκον","σιναπεωσ","οποταν",,,,,"σπαρη","επι","την","γην",,"μικροτεροσ",,"ω","παντων","των","σπερματων",,,"των","επι","τησ","γησ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"WH",1885,,"ωσ","κοκκω","σιναπεωσ",,,,"οσ","οταν","σπαρη","επι","τησ","γησ",,"μικροτερον",,"ον","παντων","των","σπερματων",,,"των","επι","τησ","γησ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"ST",1550,,"ωσ","κοκκω","σιναπεωσ",,,,"οσ","οταν","σπαρη","επι","τησ","γησ",,"μικροτεροσ",,,"παντων","των","σπερματων",,"εστι","των","επι","τησ","γησ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,31,"Nestle",1904,"ὡς","κόκκῳ","σινάπεως","ὃς",,"ὅταν",,,"σπαρῇ","ἐπὶ","τῆς","γῆς",,"μικρότερον",,"ὂν","πάντων","τῶν","σπερμάτων",,,"τῶν","ἐπὶ","τῆς","γῆς","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"GA 01","325-360",,"και","οταν","σπαρη","αναβαινι","και","γεινεται","μειζον","παντων","των","λαχανων",,"και",,"ποιει","κλαδουσ","μεγαλουσ","ωστε","δυνασθαι",,"υπο","την","σκιαν","αυτου","τα","πετινα","του","ουνου","κατασκηνουν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"GA 03","325-349",,"και","οταν","σπαρη","αναβαινει","και","γινεται","μειζον","παντων","των","λαχανων",,"και",,"ποιει","κλαδουσ","μεγαλουσ","ωστε","δυνασθαι",,"υπο","την","σκιαν","αυτου","τα","πετεινα","του","ουρανου","κατασκηνοιν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"GA 02","375-499",,"και","οταν","σπαρη","αναβαινει","και","γεινεται",,"παντω","των","λαχανων","μειζον","και",,"ποιει","κλαδουσ","μεγαλουσ","ωστε","δυνασθαι",,"υπο","την","σκειαν","αυτου","τα","πετεινα","του","ουνου","κατασκηνουν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"GA 04","375-499",,"και","οτα","σπαρη","αναβαινει","και","γινεται","μειζων","παντων","των","λαχανων",,"και",,"ποιει","κλαδουσ","μεγαλουσ","ωστε","δυνασθαι",,"υπο","την","σκιαν","αυτου","τα","πετεινα","του","ουρανου","κατασκηνουν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"GA 05","375-499",,,,,,"και","γεινεται","μειζων","παντων","των","λαχανω",,"και",,"ποιει","κλαδουσ","μεγαλουσ","ωστε","δυνασθαι",,"υπο","την","σκειαν","αυτου","τα","πετεινα","του","ουρανου","κατασκηνουν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"GA 032","375-499","αυξει","και",,,,,"γεινεται","μειζον","πατων","των",,,"και","�����αι","ποιει","κλαδουσ","μεγαλουσ","ωστε","δυνασθαι","αυτου","υπο","τη","σκιαν",,"τα","πετινα","του","ουρανου","κατασκηνουν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"GA 032^","375-499","αυξει","και",,,,,"γεινεται","μειζον","πατων","των","λαχανων",,"και",,"ποιει","κλαδουσ","μεγαλουσ","ωστε","δυνασθαι","αυτου","υπο","τη","σκιαν",,"τα","πετινα","του","ουρανου","κατασκηνουν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"WH",1885,,"και","οταν","σπαρη","αναβαινει","και","γινεται","μειζον","παντων","των","λαχανων",,"και",,"ποιει","κλαδουσ","μεγαλουσ","ωστε","δυνασθαι",,"υπο","την","σκιαν","αυτου","τα","πετεινα","του","ουρανου","κατασκηνοιν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"ST",1550,,"και","οταν","σπαρη","αναβαινει","και","γινεται",,"παντων","των","λαχανων","μειζων","και",,"ποιει","κλαδουσ","μεγαλουσ","ωστε","δυνασθαι",,"υπο","την","σκιαν","αυτου","τα","πετεινα","του","ουρανου","κατασκηνουν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,32,"Nestle",1904,"καὶ","ὅταν","σπαρῇ","ἀναβαίνει","καὶ","γίνεται","μεῖζον","πάντων","τῶν","λαχάνων",,"καὶ",,"ποιεῖ","κλάδους","μεγάλους","ὥστε","δύνασθαι",,"ὑπὸ","τὴν","σκιὰν","αὐτοῦ","τὰ","πετεινὰ","τοῦ","οὐρανοῦ","κατασκηνοῖν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,33,"GA P45","200-224",,,,,,,,,,,"*","ηδυναντο","ακουειν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,33,"GA 01","325-360","και","τοιαυταισ","παραβολαισ","πολλαισ",,"ελαλει",,"αυτοισ","το","λογον","καθωσ","ηδυναντο","ακουει","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,33,"GA 03","325-349","και","τοιαυταισ","παραβολαισ","πολλαισ",,"ελαλει",,"αυτοισ","τον","λογο","καθωσ","ηδυναντο","ακουειν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,33,"GA 02","375-499","και","τοιαυταισ","παραβολαισ","πολλαισ",,"ελαλει",,"αυτοισ","τον","λογον","καθωσ","εδυναντο","ακουειν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",4,33,"GA 04","375-499","και","τοιαυταισ","παραβολαισ",,,"ελαλει","πολλαισ","αυτοισ","τον","λογον","καθωσ","ηδυναντο","ακουειν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
